Gene,Tissue,Spearman_Rho,Cancer
ABHD4,Normal,0.20324324324324325,CCRCC
ABHD4,Tumor,0.4442305524874332,CCRCC
ABHD5,Normal,-0.10788051209103841,CCRCC
ABHD5,Tumor,0.13589982527664532,CCRCC
ABHD6,Normal,0.7928876244665718,CCRCC
ABHD6,Tumor,0.7059802087325023,CCRCC
ABI1,Normal,0.3051875405003414,CCRCC
ABI1,Tumor,0.30497918136203106,CCRCC
ABI2,Normal,0.06987197724039829,CCRCC
ABI2,Tumor,0.6301332191240449,CCRCC
ABI3,Normal,0.6796870554765292,CCRCC
ABI3,Tumor,0.7002096341545883,CCRCC
ABI3BP,Normal,0.5014793741109531,CCRCC
ABI3BP,Tumor,0.6132182223925343,CCRCC
ABL1,Normal,0.28873399715504977,CCRCC
ABL1,Tumor,0.5763135946622185,CCRCC
ABL2,Normal,0.00972972972972973,CCRCC
ABL2,Tumor,0.20723616006634873,CCRCC
ABLIM1,Normal,0.12873736691007026,CCRCC
ABLIM1,Tumor,0.4600355414339793,CCRCC
ABLIM2,Normal,0.6920018504170353,CCRCC
ABLIM2,Tumor,0.7030739346230552,CCRCC
ABLIM3,Normal,0.6586996903211844,CCRCC
ABLIM3,Tumor,0.7287649621599979,CCRCC
ABO,Normal,0.7842985842985843,CCRCC
ABO,Tumor,0.3143847766489276,CCRCC
ABR,Normal,0.35391207014049425,CCRCC
ABR,Tumor,0.6504875678132876,CCRCC
ABRACL,Normal,0.2620483641536273,CCRCC
ABRACL,Tumor,0.7409372675427721,CCRCC
ABT1,Normal,0.1283702213279678,CCRCC
ABT1,Tumor,0.10483401281304601,CCRCC
ABTB1,Normal,-0.18225806451612903,CCRCC
ABTB1,Tumor,-0.25422138836772984,CCRCC
ABTB2,Normal,0.16904101140918903,CCRCC
ABTB2,Tumor,0.606818771065595,CCRCC
AC093323.1,Normal,0.3099653172973348,CCRCC
AC093323.1,Tumor,0.256652731266676,CCRCC
ACAA1,Normal,0.80375533428165,CCRCC
ACAA1,Tumor,0.24574983657552465,CCRCC
ACAA2,Normal,0.6892745376955903,CCRCC
ACAA2,Tumor,0.7355183373531997,CCRCC
ACACB,Normal,0.3623751920122888,CCRCC
ACACB,Tumor,0.19845811766421229,CCRCC
ACAD10,Normal,0.5061735419630157,CCRCC
ACAD10,Tumor,0.28799224579041094,CCRCC
ACAD11,Normal,0.7295305832147937,CCRCC
ACAD11,Tumor,0.7663728782994838,CCRCC
ACAD8,Normal,0.7872830725462304,CCRCC
ACAD8,Tumor,0.4228072943669274,CCRCC
ACAD9,Normal,0.22369843527738265,CCRCC
ACAD9,Tumor,0.49818542479092937,CCRCC
ACADL,Normal,0.01251778093883357,CCRCC
ACADL,Tumor,0.5560444514572955,CCRCC
ACADM,Normal,0.7958463726884779,CCRCC
ACADM,Tumor,0.6397718819737168,CCRCC
ACADS,Normal,0.6371834992887625,CCRCC
ACADS,Tumor,0.522782498929288,CCRCC
ACADSB,Normal,0.8183783783783783,CCRCC
ACADSB,Tumor,0.43445664179609134,CCRCC
ACADVL,Normal,0.2490184921763869,CCRCC
ACADVL,Tumor,0.5404007844374817,CCRCC
ACAN,Normal,0.519601706970128,CCRCC
ACAN,Tumor,0.8194531478935149,CCRCC
ACAP1,Normal,0.5658283031522469,CCRCC
ACAP1,Tumor,0.7767085673980402,CCRCC
ACAP2,Normal,0.5514082503556188,CCRCC
ACAP2,Tumor,0.5860965218763384,CCRCC
ACAP3,Normal,0.16363636363636364,CCRCC
ACAP3,Tumor,0.13881544156530937,CCRCC
ACAT1,Normal,0.5979800853485064,CCRCC
ACAT1,Tumor,0.5695872686698374,CCRCC
ACAT2,Normal,0.4730298719772404,CCRCC
ACAT2,Tumor,0.5789644523589478,CCRCC
ACBD3,Normal,0.14369843527738266,CCRCC
ACBD3,Tumor,0.38865270608389874,CCRCC
ACBD4,Normal,0.5759039029451672,CCRCC
ACBD4,Tumor,0.29844353721659256,CCRCC
ACBD5,Normal,0.4445276794898407,CCRCC
ACBD5,Tumor,0.6429219304267665,CCRCC
ACBD7,Normal,0.3685770750988142,CCRCC
ACBD7,Tumor,0.09478260869565218,CCRCC
ACCS,Normal,0.11070381231671554,CCRCC
ACCS,Tumor,0.40400696864111496,CCRCC
ACD,Normal,0.20123839009287925,CCRCC
ACD,Tumor,-0.31657397107897667,CCRCC
ACE,Normal,0.7766714082503556,CCRCC
ACE,Tumor,0.6014426436444785,CCRCC
ACE2,Normal,0.5606827880512091,CCRCC
ACE2,Tumor,0.8358632193494578,CCRCC
ACIN1,Normal,0.43783783783783786,CCRCC
ACIN1,Tumor,0.47020715461082435,CCRCC
ACKR1,Tumor,0.47939017504234893,CCRCC
ACLY,Normal,0.5023569651600388,CCRCC
ACLY,Tumor,0.5127997807635818,CCRCC
ACMSD,Normal,0.6178378378378379,CCRCC
ACMSD,Tumor,0.49126975182021054,CCRCC
ACO1,Normal,0.7492460881934566,CCRCC
ACO1,Tumor,0.576782453846674,CCRCC
ACO2,Normal,0.6710099573257468,CCRCC
ACO2,Tumor,0.6046074431395533,CCRCC
ACOT1,Normal,0.6119021261976563,CCRCC
ACOT1,Tumor,0.35994175888177055,CCRCC
ACOT11,Normal,0.5912944523470839,CCRCC
ACOT11,Tumor,0.4063160742059825,CCRCC
ACOT13,Normal,0.7594879089615931,CCRCC
ACOT13,Tumor,0.32053287649617923,CCRCC
ACOT2,Normal,0.7692745376955903,CCRCC
ACOT2,Tumor,0.4677276108468769,CCRCC
ACOT4,Normal,0.3804836415362731,CCRCC
ACOT4,Tumor,0.5054076595360999,CCRCC
ACOT7,Normal,0.6687339971550498,CCRCC
ACOT7,Tumor,0.597887375426382,CCRCC
ACOT8,Normal,0.13314366998577526,CCRCC
ACOT8,Tumor,0.34642832991456846,CCRCC
ACOT9,Normal,0.012859764427939792,CCRCC
ACOT9,Tumor,0.28205806062745487,CCRCC
ACOX1,Normal,0.7149188406533235,CCRCC
ACOX1,Tumor,0.34889054675401354,CCRCC
ACOX2,Normal,0.8056899004267425,CCRCC
ACOX2,Tumor,0.29558415796947907,CCRCC
ACOX3,Normal,0.44526315789473686,CCRCC
ACOX3,Tumor,0.40041025178639855,CCRCC
ACP1,Normal,0.23871808031724548,CCRCC
ACP1,Tumor,0.2285054168996853,CCRCC
ACP2,Normal,0.26304409672830725,CCRCC
ACP2,Tumor,0.5432860717264387,CCRCC
ACP5,Normal,0.7513798008534851,CCRCC
ACP5,Tumor,0.7774722178391903,CCRCC
ACP6,Normal,0.5523186344238976,CCRCC
ACP6,Tumor,0.2533146991862588,CCRCC
ACSF2,Normal,0.8638122332859175,CCRCC
ACSF2,Tumor,0.18709735590469537,CCRCC
ACSF3,Normal,0.27752489331436697,CCRCC
ACSF3,Tumor,0.5434844352275545,CCRCC
ACSL1,Normal,0.6222546259188374,CCRCC
ACSL1,Tumor,0.6574379067443282,CCRCC
ACSL3,Normal,0.40614509246088193,CCRCC
ACSL3,Tumor,0.4031693077564637,CCRCC
ACSL4,Normal,0.7597155049786629,CCRCC
ACSL4,Tumor,0.6615918670964542,CCRCC
ACSL5,Normal,0.34822190611664294,CCRCC
ACSL5,Tumor,0.8755178865270609,CCRCC
ACSM2A,Normal,0.7274822190611664,CCRCC
ACSM2A,Tumor,0.4653923314473773,CCRCC
ACSM2B,Normal,0.688705547652916,CCRCC
ACSM2B,Tumor,0.5755562067488673,CCRCC
ACSM3,Normal,0.7495590327169275,CCRCC
ACSM3,Tumor,0.17801771746725875,CCRCC
ACSM4,Normal,-0.12664822960598862,CCRCC
ACSM4,Tumor,-0.16167310499716822,CCRCC
ACSM5,Normal,0.7784068278805121,CCRCC
ACSM5,Tumor,0.807731668282127,CCRCC
ACSS1,Normal,0.6390896159317212,CCRCC
ACSS1,Tumor,0.3754435002141424,CCRCC
ACSS2,Normal,0.27246088193456613,CCRCC
ACSS2,Tumor,0.6207470189121566,CCRCC
ACSS3,Normal,0.6433001422475106,CCRCC
ACSS3,Tumor,0.4196064287807407,CCRCC
ACTA1,Normal,-0.026914478589643787,CCRCC
ACTA1,Tumor,0.22542945928595035,CCRCC
ACTB,Normal,0.4705547652916074,CCRCC
ACTB,Tumor,0.31128192412596084,CCRCC
ACTBL2,Normal,-0.044848728210318246,CCRCC
ACTBL2,Tumor,0.17201236897600264,CCRCC
ACTG2,Normal,0.7830404889228418,CCRCC
ACTG2,Tumor,0.5926218708827404,CCRCC
ACTL6A,Normal,0.6957041251778094,CCRCC
ACTL6A,Tumor,0.39654216351464056,CCRCC
ACTL8,Normal,-0.26124402790679363,CCRCC
ACTL8,Tumor,0.3342015942627388,CCRCC
ACTN1,Normal,0.6433994902621868,CCRCC
ACTN1,Tumor,0.5340591411775707,CCRCC
ACTN2,Normal,-0.0007396870554765291,CCRCC
ACTN2,Tumor,0.042306348281887014,CCRCC
ACTN3,Normal,-0.31427150245978935,CCRCC
ACTN3,Tumor,-0.042168458935188696,CCRCC
ACTN4,Normal,0.5646657183499288,CCRCC
ACTN4,Tumor,0.6404120550909542,CCRCC
ACTR10,Normal,0.02267425320056899,CCRCC
ACTR10,Tumor,0.3432004147600478,CCRCC
ACTR1A,Normal,0.3828449502133713,CCRCC
ACTR1A,Tumor,0.5417712958997363,CCRCC
ACTR1B,Normal,0.1883072546230441,CCRCC
ACTR1B,Tumor,0.49009760385907175,CCRCC
ACTR2,Normal,0.6409957325746799,CCRCC
ACTR2,Tumor,0.6070960034262787,CCRCC
ACTR3,Normal,0.6405120910384068,CCRCC
ACTR3,Tumor,0.5434123030453306,CCRCC
ACTR3B,Normal,0.006903982759996807,CCRCC
ACTR3B,Tumor,0.2619452533488643,CCRCC
ACTR5,Normal,0.15240398293029872,CCRCC
ACTR5,Tumor,0.3645154746072177,CCRCC
ACTR6,Normal,0.06686787391012743,CCRCC
ACTR6,Tumor,-0.16037987757261254,CCRCC
ACTR8,Normal,0.47038406827880513,CCRCC
ACTR8,Tumor,0.4094357910871672,CCRCC
ACTRT1,Normal,0.10973776190702907,CCRCC
ACTRT1,Tumor,0.07194965043085348,CCRCC
ACVR1,Normal,0.2971830985915493,CCRCC
ACVR1,Tumor,0.23307647801388598,CCRCC
ACVR1B,Normal,0.029343629343629343,CCRCC
ACVR1B,Tumor,0.2893606676930557,CCRCC
ACY1,Normal,0.28813868271623666,CCRCC
ACY1,Tumor,0.18032261254311144,CCRCC
ACY3,Normal,0.7590896159317212,CCRCC
ACY3,Tumor,0.7253476996596263,CCRCC
ACYP1,Normal,0.404352773826458,CCRCC
ACYP1,Tumor,0.39193472037508736,CCRCC
ACYP2,Normal,0.26961593172119486,CCRCC
ACYP2,Tumor,0.5836710772490589,CCRCC
ADA,Normal,0.6120341394025605,CCRCC
ADA,Tumor,0.8078578996010188,CCRCC
ADAL,Normal,0.499601706970128,CCRCC
ADAL,Tumor,0.5142979509951987,CCRCC
ADAM10,Normal,0.020825035561877668,CCRCC
ADAM10,Tumor,0.2666140702837951,CCRCC
ADAM15,Normal,0.16713225317263947,CCRCC
ADAM15,Tumor,0.3144205008736168,CCRCC
ADAM17,Normal,0.302275960170697,CCRCC
ADAM17,Tumor,0.3544710682325361,CCRCC
ADAM22,Normal,0.6043478260869565,CCRCC
ADAM22,Tumor,0.24565508021390375,CCRCC
ADAM28,Tumor,0.38699690402476783,CCRCC
ADAM9,Normal,0.7126315789473684,CCRCC
ADAM9,Tumor,0.46847598223745013,CCRCC
ADAMDEC1,Normal,-0.0860895012349234,CCRCC
ADAMDEC1,Tumor,0.2677720602248904,CCRCC
ADAMTS1,Normal,0.6879120879120879,CCRCC
ADAMTS1,Tumor,0.1836734693877551,CCRCC
ADAMTS13,Normal,0.10016420361247948,CCRCC
ADAMTS13,Tumor,0.12348178137651822,CCRCC
ADAMTS15,Normal,-0.000564652738565782,CCRCC
ADAMTS15,Tumor,0.004118404118404118,CCRCC
ADAMTS2,Normal,-0.06059113300492611,CCRCC
ADAMTS2,Tumor,0.4080338266384778,CCRCC
ADAMTS4,Tumor,0.6250705815923208,CCRCC
ADAMTS5,Normal,-0.05515660809778457,CCRCC
ADAMTS5,Tumor,-0.01628310898827616,CCRCC
ADAMTS7,Normal,-0.039901325932778293,CCRCC
ADAMTS7,Tumor,0.36395448079658604,CCRCC
ADAMTSL1,Normal,0.4993456614509246,CCRCC
ADAMTSL1,Tumor,0.5895864880605708,CCRCC
ADAMTSL2,Normal,0.3960739687055477,CCRCC
ADAMTSL2,Tumor,0.5692020966802562,CCRCC
ADAMTSL3,Normal,0.32286866359447003,CCRCC
ADAMTSL3,Tumor,0.3598429062346588,CCRCC
ADAMTSL4,Normal,0.3423044096728307,CCRCC
ADAMTSL4,Tumor,0.6941865969388905,CCRCC
ADAMTSL5,Normal,0.21004267425320056,CCRCC
ADAMTSL5,Tumor,0.21649122016094494,CCRCC
ADAP1,Normal,0.3322901849217639,CCRCC
ADAP1,Tumor,0.5572616820323242,CCRCC
ADAP2,Normal,0.6726394764147179,CCRCC
ADAP2,Tumor,0.66828540423223,CCRCC
ADAR,Normal,0.26694217110042895,CCRCC
ADAR,Tumor,0.5151433474106731,CCRCC
ADARB1,Normal,0.4541109530583215,CCRCC
ADARB1,Tumor,0.7513062687374614,CCRCC
ADAT1,Normal,0.07171362439141192,CCRCC
ADAT1,Tumor,0.3798784977908689,CCRCC
ADAT2,Normal,0.312683284457478,CCRCC
ADAT2,Tumor,0.3749863223547434,CCRCC
ADAT3,Normal,-0.09314436950396995,CCRCC
ADAT3,Tumor,0.08227746591820369,CCRCC
ADCK1,Normal,0.32597439544807966,CCRCC
ADCK1,Tumor,0.30554741563915877,CCRCC
ADCK2,Normal,-0.1747008547008547,CCRCC
ADCK2,Tumor,0.09148367231180618,CCRCC
ADCK5,Normal,-0.18522727272727274,CCRCC
ADCK5,Tumor,0.12296150188439998,CCRCC
ADCY3,Normal,-0.8178571428571428,CCRCC
ADCY3,Tumor,0.14215686274509803,CCRCC
ADCY5,Normal,0.6176470588235294,CCRCC
ADCY5,Tumor,0.7210615471485037,CCRCC
ADCY6,Normal,-0.051207243460764586,CCRCC
ADCY6,Tumor,0.2029639175257732,CCRCC
ADCY9,Normal,0.6901849217638691,CCRCC
ADCY9,Tumor,0.4181547686134842,CCRCC
ADD1,Normal,0.1589907678771601,CCRCC
ADD1,Tumor,0.23040068656048276,CCRCC
ADD2,Normal,-0.25095305832147935,CCRCC
ADD2,Tumor,0.09949282059373803,CCRCC
ADD3,Normal,0.6119151030380777,CCRCC
ADD3,Tumor,0.39892368614457513,CCRCC
ADH1A,Normal,0.3433668100055321,CCRCC
ADH1A,Tumor,0.19198012758342003,CCRCC
ADH1B,Normal,0.6308677098150782,CCRCC
ADH1B,Tumor,0.5679192119559092,CCRCC
ADH1C,Normal,0.5303556187766714,CCRCC
ADH1C,Tumor,0.3361725788845877,CCRCC
ADH4,Normal,0.3967582804792107,CCRCC
ADH4,Tumor,-0.030923063283793833,CCRCC
ADH5,Normal,0.5772972972972973,CCRCC
ADH5,Tumor,0.6895070216171134,CCRCC
ADH6,Normal,0.8132290184921764,CCRCC
ADH6,Tumor,0.41316863151725536,CCRCC
ADHFE1,Normal,0.580199146514936,CCRCC
ADHFE1,Tumor,0.20943128282577825,CCRCC
ADI1,Normal,0.6151066856330014,CCRCC
ADI1,Tumor,0.506273245722787,CCRCC
ADIPOQ,Normal,0.09504321493595197,CCRCC
ADIPOQ,Tumor,0.03709740932096627,CCRCC
ADIPOR1,Normal,0.13142857142857142,CCRCC
ADIPOR1,Tumor,-0.020236013986013986,CCRCC
ADIRF,Normal,0.8130867709815078,CCRCC
ADIRF,Tumor,0.9587494082906927,CCRCC
ADK,Normal,0.5997724039829303,CCRCC
ADK,Tumor,0.6331627707774496,CCRCC
ADNP,Normal,0.273172119487909,CCRCC
ADNP,Tumor,0.5057593039244416,CCRCC
ADNP2,Normal,0.23295918367346938,CCRCC
ADNP2,Tumor,-0.05996503496503496,CCRCC
ADO,Normal,0.2559601706970128,CCRCC
ADO,Tumor,0.3596014696932128,CCRCC
ADPGK,Normal,0.14514935988620198,CCRCC
ADPGK,Tumor,0.4742285237698082,CCRCC
ADPRH,Normal,0.7701280227596017,CCRCC
ADPRH,Tumor,0.6745756598967608,CCRCC
ADPRM,Normal,0.45588235294117646,CCRCC
ADPRM,Tumor,0.4088235294117647,CCRCC
ADRA2A,Normal,0.7843478260869565,CCRCC
ADRA2A,Tumor,0.5653846153846154,CCRCC
ADRM1,Normal,0.11172119487908962,CCRCC
ADRM1,Tumor,0.269607555846088,CCRCC
ADSL,Normal,-0.04349928876244666,CCRCC
ADSL,Tumor,0.4158735883506526,CCRCC
AEBP1,Normal,0.6253200568990043,CCRCC
AEBP1,Tumor,0.5784865766517142,CCRCC
AFAP1,Normal,0.5665149359886202,CCRCC
AFAP1,Tumor,0.7696098099767824,CCRCC
AFAP1L1,Normal,0.30062588904694165,CCRCC
AFAP1L1,Tumor,0.8618758875639609,CCRCC
AFAP1L2,Normal,0.7084074382698518,CCRCC
AFAP1L2,Tumor,0.7630741647901799,CCRCC
AFF1,Normal,0.076821660556949,CCRCC
AFF1,Tumor,0.4555048724860046,CCRCC
AFF4,Normal,-0.06108108108108108,CCRCC
AFF4,Tumor,0.30604332439194826,CCRCC
AFG3L2,Normal,0.6122048364153627,CCRCC
AFG3L2,Tumor,0.6173027072109641,CCRCC
AFM,Normal,-0.13248933143669986,CCRCC
AFM,Tumor,0.08331041349185345,CCRCC
AFMID,Normal,0.7317211948790896,CCRCC
AFMID,Tumor,0.3805739016748191,CCRCC
AFTPH,Normal,0.5775533428165007,CCRCC
AFTPH,Tumor,0.8089579153799338,CCRCC
AGA,Normal,0.20958748221906118,CCRCC
AGA,Tumor,0.46266934156842415,CCRCC
AGAP1,Normal,0.5051364445616581,CCRCC
AGAP1,Tumor,0.5465304188463773,CCRCC
AGAP2,Normal,0.3412698412698413,CCRCC
AGAP2,Tumor,0.31733870967741934,CCRCC
AGAP3,Normal,0.25388335704125176,CCRCC
AGAP3,Tumor,0.49823050740481933,CCRCC
AGFG1,Normal,0.42440967283072545,CCRCC
AGFG1,Tumor,0.6464441088294299,CCRCC
AGFG2,Normal,0.5782076813655761,CCRCC
AGFG2,Tumor,0.6414128891193112,CCRCC
AGK,Normal,-0.2716358463726885,CCRCC
AGK,Tumor,0.5126208777584924,CCRCC
AGL,Normal,0.3786628733997155,CCRCC
AGL,Tumor,0.4953722696841963,CCRCC
AGMAT,Normal,0.7829587482219061,CCRCC
AGMAT,Tumor,0.5346392263823456,CCRCC
AGO1,Normal,-0.12128022759601707,CCRCC
AGO1,Tumor,0.23958253499537904,CCRCC
AGO2,Normal,0.2665433854907539,CCRCC
AGO2,Tumor,0.3035727971507788,CCRCC
AGO3,Normal,-0.06842105263157895,CCRCC
AGO3,Tumor,0.26355746906205624,CCRCC
AGPAT1,Normal,0.582475106685633,CCRCC
AGPAT1,Tumor,0.3359240808782093,CCRCC
AGPAT2,Normal,0.5485633001422475,CCRCC
AGPAT2,Tumor,0.588130460104834,CCRCC
AGPAT3,Normal,0.8490184921763869,CCRCC
AGPAT3,Tumor,0.6317832427924172,CCRCC
AGPAT4,Normal,0.4725899989057884,CCRCC
AGPAT4,Tumor,0.46796332314531813,CCRCC
AGPAT5,Normal,0.5497866287339972,CCRCC
AGPAT5,Tumor,0.37398282352410794,CCRCC
AGPS,Normal,0.20458036984352773,CCRCC
AGPS,Tumor,0.2804814823163447,CCRCC
AGR2,Normal,0.7417638691322902,CCRCC
AGR2,Tumor,0.3589797205424937,CCRCC
AGR3,Normal,0.4955276121337827,CCRCC
AGR3,Tumor,0.19852001640538736,CCRCC
AGRN,Normal,0.26685633001422476,CCRCC
AGRN,Tumor,0.18207515271735455,CCRCC
AGT,Normal,-0.19803698435277384,CCRCC
AGT,Tumor,-0.046665013637490704,CCRCC
AGTPBP1,Normal,0.31351441985244805,CCRCC
AGTPBP1,Tumor,0.5403884424515707,CCRCC
AGTRAP,Normal,0.4768705547652916,CCRCC
AGTRAP,Tumor,0.5142690294444292,CCRCC
AGXT,Normal,0.8889615931721195,CCRCC
AGXT,Tumor,0.08802801977478449,CCRCC
AGXT2,Normal,0.5951920341394026,CCRCC
AGXT2,Tumor,0.5856817618285508,CCRCC
AHCTF1,Normal,0.11283072546230441,CCRCC
AHCTF1,Tumor,0.19647453959380565,CCRCC
AHCY,Normal,0.685149359886202,CCRCC
AHCY,Tumor,0.4954444018664202,CCRCC
AHCYL1,Normal,0.10785206258890469,CCRCC
AHCYL1,Tumor,0.4647972409440299,CCRCC
AHCYL2,Normal,0.4085243608484464,CCRCC
AHCYL2,Tumor,0.333435820299372,CCRCC
AHDC1,Normal,0.23920341394025604,CCRCC
AHDC1,Tumor,0.34844803101683836,CCRCC
AHNAK,Normal,0.7734974076636421,CCRCC
AHNAK,Tumor,0.821840965912351,CCRCC
AHNAK2,Normal,0.12825035561877668,CCRCC
AHNAK2,Tumor,0.8273967044609246,CCRCC
AHSA1,Normal,-0.07231863442389758,CCRCC
AHSA1,Tumor,0.6804634492707887,CCRCC
AHSG,Normal,0.22983142529154407,CCRCC
AHSG,Tumor,-0.17852949426154172,CCRCC
AHSP,Normal,0.1923515338859915,CCRCC
AHSP,Tumor,0.33651584344675833,CCRCC
AIDA,Normal,0.7033001422475107,CCRCC
AIDA,Tumor,0.34622094989067465,CCRCC
AIF1,Normal,0.7763300142247511,CCRCC
AIF1,Tumor,0.8273876879381467,CCRCC
AIF1L,Normal,0.8214224751066856,CCRCC
AIF1L,Tumor,0.5991344138133129,CCRCC
AIFM1,Normal,0.7316358463726885,CCRCC
AIFM1,Tumor,0.6176273020309717,CCRCC
AIFM2,Normal,0.4271692745376956,CCRCC
AIFM2,Tumor,0.5358925230484863,CCRCC
AIG1,Normal,0.34927827836584724,CCRCC
AIG1,Tumor,0.6411761176117612,CCRCC
AIMP1,Normal,-0.12219061166429587,CCRCC
AIMP1,Tumor,0.1907219980614476,CCRCC
AIMP2,Normal,0.22815793964743694,CCRCC
AIMP2,Tumor,0.46259562917768815,CCRCC
AIP,Normal,0.24799431009957326,CCRCC
AIP,Tumor,0.4454838491535739,CCRCC
AJAP1,Normal,0.8214285714285714,CCRCC
AJAP1,Tumor,0.8356697188234341,CCRCC
AJUBA,Normal,0.27344877344877344,CCRCC
